raw_data_file_short,file_path,is_calibration,calibration_file
Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9117.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9117.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9108.d
Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9198.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9198.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.d
Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9564.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9564.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.d
Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9238.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9238.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.d
Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9601.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9601.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.d
Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9121.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9121.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9108.d
Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.d
Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9102.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9102.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.d
Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9154.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9154.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.d
Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9091.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9091.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.d
Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9143.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9143.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.d
Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9079.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9079.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.d
Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9260.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9260.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.d
Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9602.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9602.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.d
Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9071.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9071.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.d
Miesel_60009_02_BARR_Oaf_PRE_Met_SPE_r1_300SA_IATp03_9274.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_02_BARR_Oaf_PRE_Met_SPE_r1_300SA_IATp03_9274.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.d
Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9264.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9264.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.d
Miesel_60009_04_BONA_Oea_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9103.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_04_BONA_Oea_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9103.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.d
Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r2_300SA_IATp03_9621.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r2_300SA_IATp03_9621.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.d
Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9290.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9290.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.d
Miesel_60009_20_SERC_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9148.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_20_SERC_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9148.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.d
Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9072.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9072.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.d
Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9581.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9581.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.d
Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9578.d,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9578.d,False,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.d
