file_path,file_name,file_size_bytes
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_59_GEO-SP-4-F_1_Rg80to1200-CE102040-0-4-S1_Run214.mzML,20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_59_GEO-SP-4-F_1_Rg80to1200-CE102040-0-4-S1_Run214.mzML,79408212
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_72_GEO-TB-8-F_1_Rg70to1050-CE102040-0-1-S1_Run257.mzML,20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_72_GEO-TB-8-F_1_Rg70to1050-CE102040-0-1-S1_Run257.mzML,195825373
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_60_GEO-SP-8-F_1_Rg80to1200-CE102040-0-4-S1_Run217.mzML,20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_60_GEO-SP-8-F_1_Rg80to1200-CE102040-0-4-S1_Run217.mzML,80260640
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_46_GEO-ME-44-F_1_Rg70to1050-CE102040-0-7-S1_Run172.mzML,20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_46_GEO-ME-44-F_1_Rg70to1050-CE102040-0-7-S1_Run172.mzML,170357752
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_49_GEO-SP-0-F_1_Rg70to1050-CE102040-0-4-S1_Run181.mzML,20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_49_GEO-SP-0-F_1_Rg70to1050-CE102040-0-4-S1_Run181.mzML,177075154
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_13_ME-20170908-metabo-13_1_Rg70to1050-CE102040-13p4-S1_Run54.mzML,20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_13_ME-20170908-metabo-13_1_Rg70to1050-CE102040-13p4-S1_Run54.mzML,178864108
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_47_GEO-ME-4-F_1_Rg80to1200-CE102040-0-7-S1_Run174.mzML,20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_47_GEO-ME-4-F_1_Rg80to1200-CE102040-0-7-S1_Run174.mzML,98807062
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_25_GEO-TB-0-UF_1_Rg80to1200-CE102040-0-1-S1_Run96.mzML,20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_25_GEO-TB-0-UF_1_Rg80to1200-CE102040-0-1-S1_Run96.mzML,91387579
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_33_ExCtrl-JGI_1_Rg80to1200-CE102040-ExCtrl-S1_Run12.mzML,20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_33_ExCtrl-JGI_1_Rg80to1200-CE102040-ExCtrl-S1_Run12.mzML,80348387
/Volumes/LaCie/nmdc_data/mcmahon_11_fkbnah04/raw/20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_18_ME-20171004-metabo-18_1_Rg80to1200-CE102040-13p5-S1_Run74.mzML,20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_18_ME-20171004-metabo-18_1_Rg80to1200-CE102040-13p5-S1_Run74.mzML,93881000
