sample_id,biosample.associated_studies,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,raw_data_url
nmdc:bsm-11-w4tyzd28,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_44_B-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run65.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_44_B-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run65.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-19T12:58:55Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_44_B-C-4_1_Rg70to1050-CE102040-root-F12-S1_Run65.raw&forceDownload=true
nmdc:bsm-11-p0v3kr82,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_46_A-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run154.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_46_A-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run154.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-20T21:58:12Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_46_A-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run154.raw&forceDownload=true
nmdc:bsm-11-xdjvn828,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_53_A-D-4_1_Rg70to1050-CE102040-root-E14-S1_Run43.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_53_A-D-4_1_Rg70to1050-CE102040-root-E14-S1_Run43.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-19T04:49:15Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_53_A-D-4_1_Rg70to1050-CE102040-root-E14-S1_Run43.raw&forceDownload=true
nmdc:bsm-11-a51gg456,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_63_A-D-5_2_Rg70to1050-CE102040-root-H24-S1_Run108.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_63_A-D-5_2_Rg70to1050-CE102040-root-H24-S1_Run108.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-20T04:55:50Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_63_A-D-5_2_Rg70to1050-CE102040-root-H24-S1_Run108.raw&forceDownload=true
nmdc:bsm-11-jpqg7a86,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_71_A-D-7_1_Rg70to1050-CE102040-root-E25-S1_Run83.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_71_A-D-7_1_Rg70to1050-CE102040-root-E25-S1_Run83.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-19T19:40:22Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_71_A-D-7_1_Rg70to1050-CE102040-root-E25-S1_Run83.raw&forceDownload=true
nmdc:bsm-11-rhh5sz73,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_76_B-C-7_2_Rg70to1050-CE102040-root-F21-S1_Run147.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_76_B-C-7_2_Rg70to1050-CE102040-root-F21-S1_Run147.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-20T19:22:42Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_76_B-C-7_2_Rg70to1050-CE102040-root-F21-S1_Run147.raw&forceDownload=true
nmdc:bsm-11-57vncq38,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-20T17:09:12Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw&forceDownload=true
nmdc:bsm-11-zmx1nq19,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run135.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run135.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-20T14:55:50Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run135.raw&forceDownload=true
nmdc:bsm-11-8t538t71,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_4_A-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run25.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_4_A-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run25.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-18T22:08:27Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_4_A-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run25.raw&forceDownload=true
nmdc:bsm-11-2bnqye24,['nmdc:sty-11-46aje659'],/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw,/Volumes/LaCie/nmdc_data/_singer_11_46aje659/processed_20251031/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Polar HILIC-Z,Q Exactive Orbitrap,NDMC,JGI,2022-02-22T06:32:26Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094782%2F%2Fraw%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_RENAMED%2Frawdata%2F20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw&forceDownload=true
