raw_file_path,biosample_id,biosample_name,match_confidence
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_12_AB_M_17.cdf,nmdc:bsm-11-622k6044,BW-C-12-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_4_AB_M_05.cdf,nmdc:bsm-11-nq2tfm26,BW-H-4-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_32_AB_O_19.cdf,nmdc:bsm-11-k4wb6c34,BW-H-32-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_32_AB_M_20.cdf,nmdc:bsm-11-cwey4y35,BW-H-32-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_2_AB_O_15.cdf,nmdc:bsm-11-127y7152,BW-H-2-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_2_AB_M_23.cdf,nmdc:bsm-11-xxvfda22,BW-H-2-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_28_AB_M_03.cdf,nmdc:bsm-11-gr59rt72,BW-H-28-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_26_AB_M_12.cdf,nmdc:bsm-11-gk0czc37,BW-H-26-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_17_AB_O_22.cdf,nmdc:bsm-11-fmvr0890,BW-H-17-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_17_AB_M_18.cdf,nmdc:bsm-11-efm5hh51,BW-H-17-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_4_AB_O_06.cdf,nmdc:bsm-11-y52p4f86,BW-H-4-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_11_AB_M_13.cdf,nmdc:bsm-11-65a4xw75,BW-H-11-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_H_11_AB_O_24.cdf,nmdc:bsm-11-9nx64x91,BW-H-11-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_4_AB_O_04.cdf,nmdc:bsm-11-7qaw2x10,BW-C-4-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_4_AB_M_08.cdf,nmdc:bsm-11-q0bxzb10,BW-C-4-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_30_AB_M_14.cdf,nmdc:bsm-11-cpekyy11,BW-C-30-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_27_AB_O_21.cdf,nmdc:bsm-11-m7z9y338,BW-C-27-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_19_AB_O_26.cdf,nmdc:bsm-11-whgy3b08,BW-C-19-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_19_AB_M_16.cdf,nmdc:bsm-11-93mc8g67,BW-C-19-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_14_AB_O_09.cdf,nmdc:bsm-11-4rx1wt74,BW-C-14-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_14_AB_M_27.cdf,nmdc:bsm-11-frgt4x11,BW-C-14-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_12_AB_O_25.cdf,nmdc:bsm-11-pwa2h444,BW-C-12-O,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/Blanch_Nat_Met_C_7_AB_M_07.cdf,nmdc:bsm-11-042nd237,BW-C-7-M,high
/Volumes/LaCie/nmdc_data/blanchard_11_8ws97026/raw/GCMS_FAMEs_01_GCMS01_20180115.cdf,,,high
