raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
SanClements_NEON_CW_055_11Oct19_Alder_Inf_300SA_IATp05_1_01_49232.zip,nmdc:bsm-11-nk557c89,SanClements_NEON_055,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_041_14Oct19_Alder_Inf_300SA_IATp03_1_01_49337.zip,nmdc:bsm-11-m1fq6w19,SanClements_NEON_041,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_015_14Oct19_Alder_Inf_300SA_IATp03_1_01_49309.zip,nmdc:bsm-11-taxbd841,SanClements_NEON_015,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_051_14Oct19_Alder_Inf_300SA_IATp03_1_01_49347.zip,nmdc:bsm-11-ee0ag266,SanClements_NEON_051,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_001_14Oct19_Alder_Inf_300SA_IATp03_1_01_49295.zip,nmdc:bsm-11-www7hy67,SanClements_NEON_001,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_047_14Oct19_Alder_Inf_300SA_IATp03_1_01_49343.zip,nmdc:bsm-11-wt6b4187,SanClements_NEON_047,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_007_14Oct19_Alder_Inf_300SA_IATp03_1_01_49301.zip,nmdc:bsm-11-ce4jwr84,SanClements_NEON_007,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_099_14Oct19_Alder_Inf_300SA_IATp03_1_01_49399.zip,nmdc:bsm-11-j27yvs05,SanClements_NEON_099,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_031_14Oct19_Alder_Inf_300SA_IATp03_1_01_49327.zip,nmdc:bsm-11-3yzava15,SanClements_NEON_031,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_032_14Oct19_Alder_Inf_300SA_IATp03_1_01_49328.zip,nmdc:bsm-11-dvfacz60,SanClements_NEON_032,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_011_14Oct19_Alder_Inf_300SA_IATp03_1_01_49305.zip,nmdc:bsm-11-nd8fhn80,SanClements_NEON_011,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_018_14Oct19_Alder_Inf_300SA_IATp03_1_01_49312.zip,nmdc:bsm-11-6e0p4s30,SanClements_NEON_018,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_048_14Oct19_Alder_Inf_300SA_IATp03_1_01_49344.zip,nmdc:bsm-11-8jfcjq92,SanClements_NEON_048,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_046_14Oct19_Alder_Inf_300SA_IATp03_1_01_49342.zip,nmdc:bsm-11-295d8545,SanClements_NEON_046,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_058_14Oct19_Alder_Inf_300SA_IATp03_1_01_49356.zip,nmdc:bsm-11-nf5pt178,SanClements_NEON_058,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_017_14Oct19_Alder_Inf_300SA_IATp03_1_01_49311.zip,nmdc:bsm-11-1s142j75,SanClements_NEON_017,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_016_14Oct19_Alder_Inf_300SA_IATp03_1_01_49310.zip,nmdc:bsm-11-wh3b0b53,SanClements_NEON_016,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_045_14Oct19_Alder_Inf_300SA_IATp03_1_01_49341.zip,nmdc:bsm-11-g4qh8267,SanClements_NEON_045,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_021_14Oct19_Alder_Inf_300SA_IATp03_1_01_49315.zip,nmdc:bsm-11-5p6m6g72,SanClements_NEON_021,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_030_14Oct19_Alder_Inf_300SA_IATp03_1_01_49326.zip,nmdc:bsm-11-jpbmcx96,SanClements_NEON_030,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_004_14Oct19_Alder_Inf_300SA_IATp03_1_01_49298.zip,nmdc:bsm-11-wy4w4f21,SanClements_NEON_004,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_075_11Oct19_Alder_Inf_300SA_IATp05_1_01_49252.zip,nmdc:bsm-11-04wp3b78,SanClements_NEON_075,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_079_11Oct19_Alder_Inf_300SA_IATp05_1_01_49258.zip,nmdc:bsm-11-aj0gen06,SanClements_NEON_079,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_063_14Oct19_Alder_Inf_300SA_IATp03_1_01_49361.zip,nmdc:bsm-11-6rw1t302,SanClements_NEON_063,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_008_14Oct19_Alder_Inf_300SA_IATp03_1_01_49302.zip,nmdc:bsm-11-ap2tkx52,SanClements_NEON_008,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_081_11Oct19_Alder_Inf_300SA_IATp05_1_01_49260.zip,nmdc:bsm-11-z5t01x57,SanClements_NEON_081,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_042_14Oct19_Alder_Inf_300SA_IATp03_1_01_49338.zip,nmdc:bsm-11-mhnyhc47,SanClements_NEON_042,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_035_11Oct19_Alder_Inf_300SA_IATp05_1_01_49210.zip,nmdc:bsm-11-tff92b81,SanClements_NEON_035,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_085_14Oct19_Alder_Inf_300SA_IATp03_1_01_49385.zip,nmdc:bsm-11-9j388g12,SanClements_NEON_085,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_013_14Oct19_Alder_Inf_300SA_IATp03_1_01_49307.zip,nmdc:bsm-11-vea02z69,SanClements_NEON_013,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_078_14Oct19_Alder_Inf_300SA_IATp03_1_01_49376.zip,nmdc:bsm-11-hsfxtk02,SanClements_NEON_078,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_059_14Oct19_Alder_Inf_300SA_IATp03_1_01_49357.zip,nmdc:bsm-11-1362ms92,SanClements_NEON_059,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_084_11Oct19_Alder_Inf_300SA_IATp05_1_01_49263.zip,nmdc:bsm-11-zff5mj77,SanClements_NEON_084,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_052_14Oct19_Alder_Inf_300SA_IATp03_1_01_49348.zip,nmdc:bsm-11-bg4bwd45,SanClements_NEON_052,high,ProcessedSample5_NOM,NOM
SanClements_NEON_CW_080_11Oct19_Alder_Inf_300SA_IATp05_1_01_49259.zip,nmdc:bsm-11-q0awnq72,SanClements_NEON_080,high,ProcessedSample5_NOM,NOM
