raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
Lybrand_FT_01_W_23Aug19_Alder_Infuse_p3_1_01_47687.zip,nmdc:bsm-11-0pyv7738,Lybrand_FT_01,high,ProcessedSample6_NOM,NOM
Lybrand_FT_02_W_23Aug19_Alder_Infuse_p3_1_01_47688.zip,nmdc:bsm-11-fxjpfg48,Lybrand_FT_02,high,ProcessedSample6_NOM,NOM
Lybrand_FT_03_W_23Aug19_Alder_Infuse_p3_1_01_47689.zip,nmdc:bsm-11-257rs124,Lybrand_FT_03,high,ProcessedSample6_NOM,NOM
Lybrand_FT_05_W_23Aug19_Alder_Infuse_p3_1_01_47690.zip,nmdc:bsm-11-fzgnr608,Lybrand_FT_05,high,ProcessedSample6_NOM,NOM
Lybrand_FT_06_W_23Aug19_Alder_Infuse_p3_1_01_47691.zip,nmdc:bsm-11-3t39zs54,Lybrand_FT_06,high,ProcessedSample6_NOM,NOM
Lybrand_FT_07_W_23Aug19_Alder_Infuse_p3_1_01_47692.zip,nmdc:bsm-11-tptj8973,Lybrand_FT_07,high,ProcessedSample6_NOM,NOM
Lybrand_FT_08_W_23Aug19_Alder_Infuse_p3_1_01_47693.zip,nmdc:bsm-11-g4awg313,Lybrand_FT_08,high,ProcessedSample6_NOM,NOM
Lybrand_FT_10_W_23Aug19_Alder_Infuse_p3_1_01_47695.zip,nmdc:bsm-11-jy81gw62,Lybrand_FT_10,high,ProcessedSample6_NOM,NOM
Lybrand_FT_12_W_23Aug19_Alder_Infuse_p3_1_01_47697.zip,nmdc:bsm-11-bh9fvn12,Lybrand_FT_12,high,ProcessedSample6_NOM,NOM
Lybrand_FT_19_W_23Aug19_Alder_Infuse_p3_1_01_47704.zip,nmdc:bsm-11-db10jb17,Lybrand_FT_19,high,ProcessedSample6_NOM,NOM
Lybrand_FT_20_W_26Aug19_Alder_Infuse_p3_000001.zip,nmdc:bsm-11-r8w5p337,Lybrand_FT_20,high,ProcessedSample6_NOM,NOM
Lybrand_FT_21_W_23Aug19_Alder_Infuse_p3_1_01_47706.zip,nmdc:bsm-11-fknbxp34,Lybrand_FT_21,high,ProcessedSample6_NOM,NOM
Lybrand_FT_23_W_23Aug19_Alder_Infuse_p3_1_01_47708.zip,nmdc:bsm-11-mm9emb03,Lybrand_FT_23,high,ProcessedSample6_NOM,NOM
Lybrand_FT_24_W_23Aug19_Alder_Infuse_p3_1_01_47709.zip,nmdc:bsm-11-8bfp0v23,Lybrand_FT_24,high,ProcessedSample6_NOM,NOM
Lybrand_FT_31_W_23Aug19_Alder_Infuse_p3_1_01_47715.zip,nmdc:bsm-11-tkdcqc15,Lybrand_FT_31,high,ProcessedSample6_NOM,NOM
Lybrand_FT_33_W_23Aug19_Alder_Infuse_p3_1_01_47717.zip,nmdc:bsm-11-2yz57x63,Lybrand_FT_33,high,ProcessedSample6_NOM,NOM
Lybrand_FT_35_W_23Aug19_Alder_Infuse_p3_1_01_47719.zip,nmdc:bsm-11-bdvqdz07,Lybrand_FT_35,high,ProcessedSample6_NOM,NOM
Lybrand_FT_36_W_23Aug19_Alder_Infuse_p3_1_01_47720.zip,nmdc:bsm-11-tea8p723,Lybrand_FT_36,high,ProcessedSample6_NOM,NOM
Lybrand_FT_37_W_23Aug19_Alder_Infuse_p3_1_01_47721.zip,nmdc:bsm-11-erpvhh22,Lybrand_FT_37,high,ProcessedSample6_NOM,NOM
Lybrand_FT_39_W_23Aug19_Alder_Infuse_p3_1_01_47723.zip,nmdc:bsm-11-byftwh79,Lybrand_FT_39,high,ProcessedSample6_NOM,NOM
Lybrand_FT_41_W_23Aug19_Alder_Infuse_p3_1_01_47725.zip,nmdc:bsm-11-6wrv4m85,Lybrand_FT_41,high,ProcessedSample6_NOM,NOM
Lybrand_FT_46_W_23Aug19_Alder_Infuse_p3_1_01_47732.zip,nmdc:bsm-11-168xmm55,Lybrand_FT_46,high,ProcessedSample6_NOM,NOM
Lybrand_FT_47_W_23Aug19_Alder_Infuse_p3_1_01_47733.zip,nmdc:bsm-11-qa2yrv97,Lybrand_FT_47,high,ProcessedSample6_NOM,NOM
Lybrand_FT_48_W_26Aug19_Alder_Infuse_p3_000001.zip,nmdc:bsm-11-kdhyc122,Lybrand_FT_48,high,ProcessedSample6_NOM,NOM
Lybrand_FT_50_W_23Aug19_Alder_Infuse_p3_1_01_47736.zip,nmdc:bsm-11-yxcsrv80,Lybrand_FT_50,high,ProcessedSample6_NOM,NOM
Lybrand_FT_54_W_26Aug19_Alder_Infuse_p2_000001.zip,nmdc:bsm-11-dt3r5061,Lybrand_FT_54,high,ProcessedSample6_NOM,NOM
Lybrand_FT_55_W_23Aug19_Alder_Infuse_p3_1_01_47741.zip,nmdc:bsm-11-1evk3b45,Lybrand_FT_55,high,ProcessedSample6_NOM,NOM
Lybrand_FT_57_W_23Aug19_Alder_Infuse_p3_1_01_47743.zip,nmdc:bsm-11-94aecm50,Lybrand_FT_57,high,ProcessedSample6_NOM,NOM
Lybrand_FT_58_W_23Aug19_Alder_Infuse_p3_1_01_47744.zip,nmdc:bsm-11-x3xvyz63,Lybrand_FT_58,high,ProcessedSample6_NOM,NOM
Lybrand_FT_59_W_23Aug19_Alder_Infuse_p3_1_01_47745.zip,nmdc:bsm-11-a5p97d57,Lybrand_FT_59,high,ProcessedSample6_NOM,NOM
Lybrand_FT_62_W_23Aug19_Alder_Infuse_p3_1_01_47748.zip,nmdc:bsm-11-ax989290,Lybrand_FT_62,high,ProcessedSample6_NOM,NOM
Lybrand_FT_63_W_23Aug19_Alder_Infuse_p3_1_01_47749.zip,nmdc:bsm-11-kg4nyv82,Lybrand_FT_63,high,ProcessedSample6_NOM,NOM
Lybrand_FT_67_W_23Aug19_Alder_Infuse_p3_1_01_47753.zip,nmdc:bsm-11-fk61zn73,Lybrand_FT_67,high,ProcessedSample6_NOM,NOM
Lybrand_FT_68_W_23Aug19_Alder_Infuse_p3_1_01_47754.zip,nmdc:bsm-11-bezwmk20,Lybrand_FT_68,high,ProcessedSample6_NOM,NOM
Lybrand_FT_69_W_23Aug19_Alder_Infuse_p3_1_01_47755.zip,nmdc:bsm-11-k80fsj34,Lybrand_FT_69,high,ProcessedSample6_NOM,NOM
Lybrand_FT_70_W_23Aug19_Alder_Infuse_p3_1_01_47756.zip,nmdc:bsm-11-qds4dc02,Lybrand_FT_70,high,ProcessedSample6_NOM,NOM
Lybrand_FT_71_W_23Aug19_Alder_Infuse_p3_1_01_47757.zip,nmdc:bsm-11-j7r3aa94,Lybrand_FT_71,high,ProcessedSample6_NOM,NOM
Lybrand_FT_72_W_23Aug19_Alder_Infuse_p3_1_01_47758.zip,nmdc:bsm-11-0jdesy83,Lybrand_FT_72,high,ProcessedSample6_NOM,NOM
Lybrand_FT_73_W_23Aug19_Alder_Infuse_p3_1_01_47759.zip,nmdc:bsm-11-6hhjj176,Lybrand_FT_73,high,ProcessedSample6_NOM,NOM
Lybrand_FT_74_W_23Aug19_Alder_Infuse_p3_1_01_47760.zip,nmdc:bsm-11-h19v3371,Lybrand_FT_74,high,ProcessedSample6_NOM,NOM
Lybrand_FT_75_W_23Aug19_Alder_Infuse_p3_1_01_47761.zip,nmdc:bsm-11-mj1wn380,Lybrand_FT_75,high,ProcessedSample6_NOM,NOM
Lybrand_FT_77_W_23Aug19_Alder_Infuse_p3_1_01_47763.zip,nmdc:bsm-11-c2dcay73,Lybrand_FT_77,high,ProcessedSample6_NOM,NOM
Lybrand_FT_78_W_23Aug19_Alder_Infuse_p3_1_01_47764.zip,nmdc:bsm-11-ayd9z833,Lybrand_FT_78,high,ProcessedSample6_NOM,NOM
Lybrand_FT_79_W_23Aug19_Alder_Infuse_p3_1_01_47765.zip,nmdc:bsm-11-58bnc777,Lybrand_FT_79,high,ProcessedSample6_NOM,NOM
Lybrand_FT_80_W_23Aug19_Alder_Infuse_p3_1_01_47766.zip,nmdc:bsm-11-2rx2v171,Lybrand_FT_80,high,ProcessedSample6_NOM,NOM
Lybrand_FT_81_W_23Aug19_Alder_Infuse_p3_1_01_47767.zip,nmdc:bsm-11-xvnjap82,Lybrand_FT_81,high,ProcessedSample6_NOM,NOM
Lybrand_FT_01_C_30Aug19_Alder_Infuse_p05_1_01_47878.zip,nmdc:bsm-11-0pyv7738,Lybrand_FT_01,high,ProcessedSample5_NOM,NOM
Lybrand_FT_02_C_30Aug19_Alder_Infuse_p05_1_01_47879.zip,nmdc:bsm-11-fxjpfg48,Lybrand_FT_02,high,ProcessedSample5_NOM,NOM
Lybrand_FT_03_C_30Aug19_Alder_Infuse_p05_1_01_47880.zip,nmdc:bsm-11-257rs124,Lybrand_FT_03,high,ProcessedSample5_NOM,NOM
Lybrand_FT_05_C_30Aug19_Alder_Infuse_p05_1_01_47881.zip,nmdc:bsm-11-fzgnr608,Lybrand_FT_05,high,ProcessedSample5_NOM,NOM
Lybrand_FT_06_C_30Aug19_Alder_Infuse_p05_1_01_47882.zip,nmdc:bsm-11-3t39zs54,Lybrand_FT_06,high,ProcessedSample5_NOM,NOM
Lybrand_FT_07_C_30Aug19_Alder_Infuse_p05_1_01_47883.zip,nmdc:bsm-11-tptj8973,Lybrand_FT_07,high,ProcessedSample5_NOM,NOM
Lybrand_FT_08_C_30Aug19_Alder_Infuse_p05_1_01_47884.zip,nmdc:bsm-11-g4awg313,Lybrand_FT_08,high,ProcessedSample5_NOM,NOM
Lybrand_FT_09_C_30Aug19_Alder_Infuse_p05_1_01_47885.zip,nmdc:bsm-11-r8p28n34,Lybrand_FT_09,high,ProcessedSample5_NOM,NOM
Lybrand_FT_10_C_30Aug19_Alder_Infuse_p05_1_01_47886.zip,nmdc:bsm-11-jy81gw62,Lybrand_FT_10,high,ProcessedSample5_NOM,NOM
Lybrand_FT_11_C_30Aug19_Alder_Infuse_p05_1_01_47887.zip,nmdc:bsm-11-znregv33,Lybrand_FT_11,high,ProcessedSample5_NOM,NOM
Lybrand_FT_12_C_30Aug19_Alder_Infuse_p05_1_01_47888.zip,nmdc:bsm-11-bh9fvn12,Lybrand_FT_12,high,ProcessedSample5_NOM,NOM
Lybrand_FT_13_C_30Aug19_Alder_Infuse_p05_1_01_47889.zip,nmdc:bsm-11-5x7fbf42,Lybrand_FT_13,high,ProcessedSample5_NOM,NOM
Lybrand_FT_14_C_30Aug19_Alder_Infuse_p05_1_01_47890.zip,nmdc:bsm-11-6a91zk58,Lybrand_FT_14,high,ProcessedSample5_NOM,NOM
Lybrand_FT_15_C_30Aug19_Alder_Infuse_p05_1_01_47891.zip,nmdc:bsm-11-y7aj3f62,Lybrand_FT_15,high,ProcessedSample5_NOM,NOM
Lybrand_FT_16_C_30Aug19_Alder_Infuse_p05_1_01_47892.zip,nmdc:bsm-11-2jsrz965,Lybrand_FT_16,high,ProcessedSample5_NOM,NOM
Lybrand_FT_17_C_30Aug19_Alder_Infuse_p05_1_01_47893.zip,nmdc:bsm-11-y9axdw58,Lybrand_FT_17,high,ProcessedSample5_NOM,NOM
Lybrand_FT_18_C_30Aug19_Alder_Infuse_p05_1_01_47894.zip,nmdc:bsm-11-8w0xhp36,Lybrand_FT_18,high,ProcessedSample5_NOM,NOM
Lybrand_FT_19_C_30Aug19_Alder_Infuse_p05_1_01_47895.zip,nmdc:bsm-11-db10jb17,Lybrand_FT_19,high,ProcessedSample5_NOM,NOM
Lybrand_FT_20_C_30Aug19_Alder_Infuse_p05_1_01_47896.zip,nmdc:bsm-11-r8w5p337,Lybrand_FT_20,high,ProcessedSample5_NOM,NOM
Lybrand_FT_21_C_30Aug19_Alder_Infuse_p05_1_01_47897.zip,nmdc:bsm-11-fknbxp34,Lybrand_FT_21,high,ProcessedSample5_NOM,NOM
Lybrand_FT_22_C_30Aug19_Alder_Infuse_p05_1_01_47900.zip,nmdc:bsm-11-sd32rh19,Lybrand_FT_22,high,ProcessedSample5_NOM,NOM
Lybrand_FT_23_C_30Aug19_Alder_Infuse_p05_1_01_47901.zip,nmdc:bsm-11-mm9emb03,Lybrand_FT_23,high,ProcessedSample5_NOM,NOM
Lybrand_FT_24_C_30Aug19_Alder_Infuse_p05_1_01_47902.zip,nmdc:bsm-11-8bfp0v23,Lybrand_FT_24,high,ProcessedSample5_NOM,NOM
Lybrand_FT_25_C_30Aug19_Alder_Infuse_p05_1_01_47903.zip,nmdc:bsm-11-9n4rhn33,Lybrand_FT_25,high,ProcessedSample5_NOM,NOM
Lybrand_FT_26_C_30Aug19_Alder_Infuse_p05_1_01_47904.zip,nmdc:bsm-11-735mfg90,Lybrand_FT_26,high,ProcessedSample5_NOM,NOM
Lybrand_FT_27_C_30Aug19_Alder_Infuse_p05_1_01_47905.zip,nmdc:bsm-11-v4vm1056,Lybrand_FT_27,high,ProcessedSample5_NOM,NOM
Lybrand_FT_28_C_30Aug19_Alder_Infuse_p05_1_01_47906.zip,nmdc:bsm-11-0806bb27,Lybrand_FT_28,high,ProcessedSample5_NOM,NOM
Lybrand_FT_30_C_30Aug19_Alder_Infuse_p05_1_01_47907.zip,nmdc:bsm-11-tg45jq97,Lybrand_FT_30,high,ProcessedSample5_NOM,NOM
Lybrand_FT_31_C_30Aug19_Alder_Infuse_p05_1_01_47908.zip,nmdc:bsm-11-tkdcqc15,Lybrand_FT_31,high,ProcessedSample5_NOM,NOM
Lybrand_FT_32_C_30Aug19_Alder_Infuse_p05_1_01_47909.zip,nmdc:bsm-11-asckb102,Lybrand_FT_32,high,ProcessedSample5_NOM,NOM
Lybrand_FT_33_C_30Aug19_Alder_Infuse_p05_1_01_47910.zip,nmdc:bsm-11-2yz57x63,Lybrand_FT_33,high,ProcessedSample5_NOM,NOM
Lybrand_FT_34_C_30Aug19_Alder_Infuse_p05_1_01_47911.zip,nmdc:bsm-11-0egxc971,Lybrand_FT_34,high,ProcessedSample5_NOM,NOM
Lybrand_FT_35_C_30Aug19_Alder_Infuse_p05_1_01_47912.zip,nmdc:bsm-11-bdvqdz07,Lybrand_FT_35,high,ProcessedSample5_NOM,NOM
Lybrand_FT_36_C_30Aug19_Alder_Infuse_p05_1_01_47913.zip,nmdc:bsm-11-tea8p723,Lybrand_FT_36,high,ProcessedSample5_NOM,NOM
Lybrand_FT_37_C_30Aug19_Alder_Infuse_p05_1_01_47914.zip,nmdc:bsm-11-erpvhh22,Lybrand_FT_37,high,ProcessedSample5_NOM,NOM
Lybrand_FT_38_C_30Aug19_Alder_Infuse_p05_1_01_47915.zip,nmdc:bsm-11-gq90tb65,Lybrand_FT_38,high,ProcessedSample5_NOM,NOM
Lybrand_FT_39_C_30Aug19_Alder_Infuse_p05_1_01_47916.zip,nmdc:bsm-11-byftwh79,Lybrand_FT_39,high,ProcessedSample5_NOM,NOM
Lybrand_FT_40_C_30Aug19_Alder_Infuse_p05_1_01_47917.zip,nmdc:bsm-11-bqtk8606,Lybrand_FT_40,high,ProcessedSample5_NOM,NOM
Lybrand_FT_41_C_30Aug19_Alder_Infuse_p05_1_01_47918.zip,nmdc:bsm-11-6wrv4m85,Lybrand_FT_41,high,ProcessedSample5_NOM,NOM
Lybrand_FT_42_C_30Aug19_Alder_Infuse_p05_1_01_47919.zip,nmdc:bsm-11-nf4e6z46,Lybrand_FT_42,high,ProcessedSample5_NOM,NOM
Lybrand_FT_43_C_30Aug19_Alder_Infuse_p05_1_01_47920.zip,nmdc:bsm-11-m0gqjs15,Lybrand_FT_43,high,ProcessedSample5_NOM,NOM
Lybrand_FT_44_C_30Aug19_Alder_Infuse_p05_1_01_47921.zip,nmdc:bsm-11-6aafex28,Lybrand_FT_44,high,ProcessedSample5_NOM,NOM
Lybrand_FT_45_C_30Aug19_Alder_Infuse_p05_1_01_47922.zip,nmdc:bsm-11-xjn64a84,Lybrand_FT_45,high,ProcessedSample5_NOM,NOM
Lybrand_FT_46_C_30Aug19_Alder_Infuse_p05_1_01_47923.zip,nmdc:bsm-11-168xmm55,Lybrand_FT_46,high,ProcessedSample5_NOM,NOM
Lybrand_FT_47_C_30Aug19_Alder_Infuse_p05_1_01_47926.zip,nmdc:bsm-11-qa2yrv97,Lybrand_FT_47,high,ProcessedSample5_NOM,NOM
Lybrand_FT_48_C_30Aug19_Alder_Infuse_p05_1_01_47927.zip,nmdc:bsm-11-kdhyc122,Lybrand_FT_48,high,ProcessedSample5_NOM,NOM
Lybrand_FT_49_C_30Aug19_Alder_Infuse_p05_1_01_47928.zip,nmdc:bsm-11-w6b84x52,Lybrand_FT_49,high,ProcessedSample5_NOM,NOM
Lybrand_FT_50_C_30Aug19_Alder_Infuse_p05_1_01_47929.zip,nmdc:bsm-11-yxcsrv80,Lybrand_FT_50,high,ProcessedSample5_NOM,NOM
Lybrand_FT_51_C_30Aug19_Alder_Infuse_p05_1_01_47930.zip,nmdc:bsm-11-g71van60,Lybrand_FT_51,high,ProcessedSample5_NOM,NOM
Lybrand_FT_52_C_30Aug19_Alder_Infuse_p05_1_01_47931.zip,nmdc:bsm-11-w51n4t52,Lybrand_FT_52,high,ProcessedSample5_NOM,NOM
Lybrand_FT_53_C_30Aug19_Alder_Infuse_p05_1_01_47932.zip,nmdc:bsm-11-tm4de928,Lybrand_FT_53,high,ProcessedSample5_NOM,NOM
Lybrand_FT_54_C_30Aug19_Alder_Infuse_p05_1_01_47933.zip,nmdc:bsm-11-dt3r5061,Lybrand_FT_54,high,ProcessedSample5_NOM,NOM
Lybrand_FT_55_C_30Aug19_Alder_Infuse_p05_1_01_47934.zip,nmdc:bsm-11-1evk3b45,Lybrand_FT_55,high,ProcessedSample5_NOM,NOM
Lybrand_FT_56_C_30Aug19_Alder_Infuse_p05_1_01_47935.zip,nmdc:bsm-11-7ewmnr49,Lybrand_FT_56,high,ProcessedSample5_NOM,NOM
Lybrand_FT_57_C_30Aug19_Alder_Infuse_p05_1_01_47936.zip,nmdc:bsm-11-94aecm50,Lybrand_FT_57,high,ProcessedSample5_NOM,NOM
Lybrand_FT_58_C_30Aug19_Alder_Infuse_p05_1_01_47937.zip,nmdc:bsm-11-x3xvyz63,Lybrand_FT_58,high,ProcessedSample5_NOM,NOM
Lybrand_FT_59_C_30Aug19_Alder_Infuse_p05_1_01_47938.zip,nmdc:bsm-11-a5p97d57,Lybrand_FT_59,high,ProcessedSample5_NOM,NOM
